pathway_id	pathway_name	gene_id
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	AC188582.3_FG002
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G064023
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G063909
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G135588
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G063851
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G127429
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G176397
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G467338
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G020801
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G311024
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G009808
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	aco2
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G146965
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G306945
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G109271
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G079888
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G119950
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G105438
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G302259
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G076524
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G160685
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G134134
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G117984
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G122780
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G064799
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G056912
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G023760
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G398876
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G173251
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G018566
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G006672
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G116872
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G120857
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G404855
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G025366
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G072744
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G415359
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G161245
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G101290
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G466833
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G077415
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G068455
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G154595
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM5G811212
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G141289
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	GRMZM2G035767
PWY-561	superpathway of glyoxylate cycle	GRMZM2G079236
PWY-561	superpathway of glyoxylate cycle	GRMZM2G014651
PWY-561	superpathway of glyoxylate cycle	GRMZM5G861300
PWY-561	superpathway of glyoxylate cycle	GRMZM2G152127
PWY-561	superpathway of glyoxylate cycle	GRMZM2G145179
PWY-561	superpathway of glyoxylate cycle	GRMZM2G104847
PWY-561	superpathway of glyoxylate cycle	GRMZM2G117064
PWY-561	superpathway of glyoxylate cycle	GRMZM2G059381
PWY-561	superpathway of glyoxylate cycle	GRMZM5G840955
PWY-561	superpathway of glyoxylate cycle	GRMZM2G339336
PWY-561	superpathway of glyoxylate cycle	GRMZM2G002614
PWY-561	superpathway of glyoxylate cycle	GRMZM2G101875
PWY-561	superpathway of glyoxylate cycle	GRMZM2G118286
PWY-561	superpathway of glyoxylate cycle	GRMZM2G176546
PWY-561	superpathway of glyoxylate cycle	GRMZM2G098596
PWY-561	superpathway of glyoxylate cycle	GRMZM2G460078
PWY-561	superpathway of glyoxylate cycle	GRMZM2G033491
PWY-561	superpathway of glyoxylate cycle	GRMZM2G151087
PWY-561	superpathway of glyoxylate cycle	GRMZM2G094655
PWY-561	superpathway of glyoxylate cycle	GRMZM2G398500
PWY-561	superpathway of glyoxylate cycle	GRMZM2G117357
PWY-561	superpathway of glyoxylate cycle	GRMZM2G146885
PWY-561	superpathway of glyoxylate cycle	GRMZM2G181266
PWY-561	superpathway of glyoxylate cycle	GRMZM5G854613
PWY-561	superpathway of glyoxylate cycle	GRMZM2G459755
PWY-561	superpathway of glyoxylate cycle	GRMZM2G177404
PWY-561	superpathway of glyoxylate cycle	GRMZM2G106250
PWY-561	superpathway of glyoxylate cycle	GRMZM2G132903
PWY-561	superpathway of glyoxylate cycle	GRMZM2G110201
PWY-561	superpathway of glyoxylate cycle	GRMZM5G864319
PWY-561	superpathway of glyoxylate cycle	GRMZM2G052389
PWY-561	superpathway of glyoxylate cycle	GRMZM2G002959
PWY-561	superpathway of glyoxylate cycle	GRMZM2G099666
PWY-561	superpathway of glyoxylate cycle	GRMZM2G419782
PWY-561	superpathway of glyoxylate cycle	GRMZM5G862219
PWY-561	superpathway of glyoxylate cycle	GRMZM2G014136
PWY-561	superpathway of glyoxylate cycle	GRMZM5G820287
PWY-561	superpathway of glyoxylate cycle	GRMZM2G445791
PWY-561	superpathway of glyoxylate cycle	mas1
PWY-561	superpathway of glyoxylate cycle	GRMZM2G024933
PWY-561	superpathway of glyoxylate cycle	GRMZM2G112176
PWY-561	superpathway of glyoxylate cycle	GRMZM2G056369
PWY-561	superpathway of glyoxylate cycle	GRMZM2G164714
PWY-561	superpathway of glyoxylate cycle	GRMZM2G390967
PWY-561	superpathway of glyoxylate cycle	GRMZM2G064023
PWY-561	superpathway of glyoxylate cycle	GRMZM2G063909
PWY-561	superpathway of glyoxylate cycle	GRMZM2G135588
PWY-561	superpathway of glyoxylate cycle	GRMZM2G063851
PWY-561	superpathway of glyoxylate cycle	GRMZM2G127429
PWY-561	superpathway of glyoxylate cycle	GRMZM2G176397
PWY-561	superpathway of glyoxylate cycle	GRMZM2G467338
PWY-561	superpathway of glyoxylate cycle	GRMZM2G020801
PWY-561	superpathway of glyoxylate cycle	GRMZM2G311024
PWY-561	superpathway of glyoxylate cycle	GRMZM2G009808
PWY-561	superpathway of glyoxylate cycle	aco2
PWY-561	superpathway of glyoxylate cycle	GRMZM2G146965
PWY-561	superpathway of glyoxylate cycle	GRMZM2G306945
PWY-561	superpathway of glyoxylate cycle	GRMZM2G109271
PWY-561	superpathway of glyoxylate cycle	GRMZM2G079888
PWY-561	superpathway of glyoxylate cycle	GRMZM2G119950
PWY-561	superpathway of glyoxylate cycle	GRMZM2G105438
PWY-561	superpathway of glyoxylate cycle	GRMZM2G302259
PWY-561	superpathway of glyoxylate cycle	GRMZM2G076524
PWY-561	superpathway of glyoxylate cycle	GRMZM2G160685
PWY-561	superpathway of glyoxylate cycle	GRMZM2G134134
PWY-561	superpathway of glyoxylate cycle	GRMZM2G117984
PWY-561	superpathway of glyoxylate cycle	GRMZM2G122780
PWY-561	superpathway of glyoxylate cycle	GRMZM2G064799
PWY-561	superpathway of glyoxylate cycle	GRMZM2G056912
PWY-561	superpathway of glyoxylate cycle	GRMZM2G023760
PWY-561	superpathway of glyoxylate cycle	GRMZM2G398876
PWY-561	superpathway of glyoxylate cycle	GRMZM2G010823
PWY-561	superpathway of glyoxylate cycle	GRMZM2G348729
PWY-561	superpathway of glyoxylate cycle	GRMZM2G072744
PWY-561	superpathway of glyoxylate cycle	GRMZM2G415359
PWY-561	superpathway of glyoxylate cycle	GRMZM2G161245
PWY-561	superpathway of glyoxylate cycle	GRMZM2G101290
PWY-561	superpathway of glyoxylate cycle	GRMZM2G466833
PWY-561	superpathway of glyoxylate cycle	GRMZM2G077415
PWY-561	superpathway of glyoxylate cycle	GRMZM2G068455
PWY-561	superpathway of glyoxylate cycle	GRMZM2G154595
PWY-561	superpathway of glyoxylate cycle	GRMZM5G811212
PWY-561	superpathway of glyoxylate cycle	GRMZM2G141289
PWY-561	superpathway of glyoxylate cycle	GRMZM2G035767
PWY-561	superpathway of glyoxylate cycle	GRMZM2G001696
PWY-561	superpathway of glyoxylate cycle	GRMZM2G408875
PWY-561	superpathway of glyoxylate cycle	GRMZM2G051958
PWY-561	superpathway of glyoxylate cycle	GRMZM2G580389
PWY-561	superpathway of glyoxylate cycle	GRMZM2G073219
PWY-561	superpathway of glyoxylate cycle	GRMZM2G384871
PWY-561	superpathway of glyoxylate cycle	GRMZM5G870932
PWY-561	superpathway of glyoxylate cycle	GRMZM2G128074
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G127546
PWY-5173	superpathway of acetyl-CoA biosynthesis	pdh2
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G361693
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G140150
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G088565
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G033894
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G097226
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G147834
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G128121
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G027627
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G082664
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G058702
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G165176
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G161969
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G117786
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G015132
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G121200
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G036534
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G462140
PWY-5173	superpathway of acetyl-CoA biosynthesis	IDP52
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G080044
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G335657
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G145595
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G152958
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G073774
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G069260
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G108637
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G162222
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G148605
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G106588
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G136522
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G159570
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G320307
PWY-5173	superpathway of acetyl-CoA biosynthesis	gpm745b
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G134708
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G013967
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G166145
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G084881
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G034083
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G033226
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G045534
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G179170
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G107082
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G002416
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G039251
PWY-5173	superpathway of acetyl-CoA biosynthesis	GRMZM2G072054
PWY-5173	superpathway of acetyl-CoA biosynthesis	AC188582.3_FG002
PWY-6137	copper transport II	GRMZM2G175576
PWY-6137	copper transport II	GRMZM2G112039
PWY-6137	copper transport II	GRMZM2G143512
PWY-6137	copper transport II	GRMZM2G144083
PWY-6137	copper transport II	GRMZM2G150450
PWY-6137	copper transport II	GRMZM2G123765
PWY-6137	copper transport II	GRMZM2G010152
PWY-6137	copper transport II	GRMZM2G315931
PWY-6137	copper transport II	GRMZM2G029951
PWY-6137	copper transport II	GRMZM2G099191
PWY-6137	copper transport II	GRMZM2G144420
PWY-6137	copper transport II	GRMZM2G169788
PWY-6137	copper transport II	AC205008.4_FG002
PWY-6137	copper transport II	GRMZM5G887216
PWY-6137	copper transport II	GRMZM2G028134
PWY-6137	copper transport II	GRMZM2G404702
PWY-6137	copper transport II	GRMZM2G151406
PWY-6137	copper transport II	GRMZM2G000219
PWY-6135	copper transport I	GRMZM2G000219
GLYOXYLATE-BYPASS	glyoxylate cycle	mas1
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G024933
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G112176
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G056369
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G164714
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G390967
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G064023
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G063909
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G135588
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G063851
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G127429
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G176397
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G467338
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G020801
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G311024
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G009808
GLYOXYLATE-BYPASS	glyoxylate cycle	aco2
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G072744
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G415359
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G161245
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G101290
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G466833
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G077415
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G068455
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G154595
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM5G811212
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G141289
GLYOXYLATE-BYPASS	glyoxylate cycle	GRMZM2G035767
PWY-5723	Rubisco shunt	rbcL
PWY-5723	Rubisco shunt	GRMZM2G113775
PWY-5723	Rubisco shunt	rbcL
PWY-5723	Rubisco shunt	GRMZM2G113033
PWY-5723	Rubisco shunt	GRMZM2G098520
PWY-5723	Rubisco shunt	rbcL
PWY-5723	Rubisco shunt	GRMZM2G161285
PWY-5723	Rubisco shunt	GRMZM2G165815
PWY-5723	Rubisco shunt	rbcL
PWY-5723	Rubisco shunt	GRMZM2G083364
PWY-5723	Rubisco shunt	GRMZM2G450762
PWY-5723	Rubisco shunt	GRMZM2G140101
PWY-5723	Rubisco shunt	GRMZM2G043336
PWY-5723	Rubisco shunt	GRMZM2G057171
PWY-5723	Rubisco shunt	GRMZM2G122563
PWY-5723	Rubisco shunt	GRMZM2G308907
PWY-5723	Rubisco shunt	GRMZM2G010494
PWY-5723	Rubisco shunt	GRMZM2G033208
PWY-5723	Rubisco shunt	GRMZM5G828312
PWY-5723	Rubisco shunt	GRMZM2G139550
PWY-5723	Rubisco shunt	GRMZM2G134256
PWY-5723	Rubisco shunt	GRMZM2G153141
PWY-5723	Rubisco shunt	GRMZM2G100208
PWY-5723	Rubisco shunt	GRMZM2G104070
PWY-5723	Rubisco shunt	GRMZM2G035599
PWY-5723	Rubisco shunt	AC197555.3_FG008
PWY-5723	Rubisco shunt	GRMZM5G891282
PWY-5723	Rubisco shunt	GRMZM5G874903
PWY-5723	Rubisco shunt	GRMZM2G456086
PWY-5723	Rubisco shunt	GRMZM2G026807
PWY-5723	Rubisco shunt	GRMZM2G083102
PWY-5723	Rubisco shunt	GRMZM2G178960
PWY-5723	Rubisco shunt	GRMZM2G020429
PWY-5723	Rubisco shunt	GRMZM2G142383
PWY-5723	Rubisco shunt	GRMZM5G866100
PWY-5723	Rubisco shunt	GRMZM2G463280
PWY-5723	Rubisco shunt	GRMZM2G129155
PWY-5723	Rubisco shunt	GRMZM2G169462
PWY-5723	Rubisco shunt	GRMZM2G026024
PWY-5723	Rubisco shunt	GRMZM2G162529
PWY-5723	Rubisco shunt	GRMZM2G034143
PWY-5723	Rubisco shunt	GRMZM2G432480
PWY-5723	Rubisco shunt	GRMZM2G180335
PWY-5723	Rubisco shunt	GRMZM2G082836
PWY-5723	Rubisco shunt	GRMZM2G147430
PWY-5723	Rubisco shunt	GRMZM2G333183
PWY-5723	Rubisco shunt	GRMZM2G078200
PWY-5723	Rubisco shunt	GRMZM2G177947
PWY-5723	Rubisco shunt	GRMZM2G033526
PWY-5723	Rubisco shunt	GRMZM2G309363
PWY-5723	Rubisco shunt	GRMZM2G150098
PWY-5723	Rubisco shunt	GRMZM2G152686
PWY-5723	Rubisco shunt	GRMZM2G003883
PWY-5723	Rubisco shunt	GRMZM2G119175
PWY-5723	Rubisco shunt	GRMZM2G124593
PWY-5723	Rubisco shunt	GRMZM2G066290
PWY-5723	Rubisco shunt	GRMZM2G144730
PWY-5723	Rubisco shunt	GRMZM2G008714
PWY-5723	Rubisco shunt	umc2053
PWY-5723	Rubisco shunt	GRMZM2G048371
PWY-5723	Rubisco shunt	GRMZM2G046679
PWY-5723	Rubisco shunt	GRMZM2G481529
PWY-5723	Rubisco shunt	GRMZM2G034848
PWY-5723	Rubisco shunt	GRMZM2G118345
PWY-5723	Rubisco shunt	GRMZM2G046911
PWY-5723	Rubisco shunt	GRMZM2G016586
PWY-5723	Rubisco shunt	GRMZM2G086132
PWY-5723	Rubisco shunt	GRMZM2G446253
PWY-5723	Rubisco shunt	GRMZM2G009030
PWY-5723	Rubisco shunt	GRMZM2G438299
PWY-5723	Rubisco shunt	GRMZM2G097421
PWY-5723	Rubisco shunt	GRMZM2G131539
PWY-5723	Rubisco shunt	GRMZM2G064302
PWY-5723	Rubisco shunt	AC177946.2_FG004
PWY-5723	Rubisco shunt	GRMZM2G019050
PWY-5723	Rubisco shunt	GRMZM2G005955
PWY-5723	Rubisco shunt	AC186145.3_FG002
PWY-5723	Rubisco shunt	GRMZM2G097043
PWY-5723	Rubisco shunt	GRMZM2G154878
PWY-5723	Rubisco shunt	GRMZM2G062320
PWY-5723	Rubisco shunt	GRMZM2G050077
PWY-5723	Rubisco shunt	GRMZM2G003385
PWY-5723	Rubisco shunt	GRMZM2G004593
PWY-5723	Rubisco shunt	GRMZM2G021605
PWY-5723	Rubisco shunt	GRMZM5G833389
PWY-5723	Rubisco shunt	GRMZM2G334628
PWY-5723	Rubisco shunt	GRMZM2G053420
PWY-5723	Rubisco shunt	GRMZM2G146778
PWY-5723	Rubisco shunt	GRMZM2G367638
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G034083
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G033226
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G045534
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G179170
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G107082
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G002416
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G039251
PWY-5172	acetyl-CoA biosynthesis (from citrate)	GRMZM2G072054
PWY-5172	acetyl-CoA biosynthesis (from citrate)	AC188582.3_FG002
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G146965
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G306945
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G109271
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G079888
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G119950
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G105438
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G302259
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G076524
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G160685
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G134134
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G117984
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G122780
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G064799
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G056912
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G023760
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G398876
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G010555
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G072806
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G126038
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G058783
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G149414
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	ndhK
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G132748
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G003230
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G475437
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G175383
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G070685
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G394607
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G481222
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G041028
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G456603
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G018941
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G070716
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G137312
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G014382
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G137648
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G040209
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G172442
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G087312
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G176216
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G087212
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G475482
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G072264
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM5G801031
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G444541
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G084779
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G404025
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G046924
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G112956
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G125668
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G117811
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G143651
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G358205
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G123966
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G330213
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G173277
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G145854
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	AC195340.3_FG002
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G304947
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G163468
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer	GRMZM2G070573
