pathway_id	pathway_name	gene_id
PWY-1422	vitamin E biosynthesis	GRMZM2G035213
PWY-3921	pantothenate biosynthesis I	GRMZM5G876146
PWY-3921	pantothenate biosynthesis I	GRMZM2G010596
PWY-3921	pantothenate biosynthesis I	GRMZM2G071208
PWY-3921	pantothenate biosynthesis I	GRMZM2G055899
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G166931
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G009196
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G097820
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G143480
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G033219
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G090068
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G320099
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G156803
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G105466
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G336908
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G033634
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM5G819999
RIBOSYN2-PWY-1	riboflavin biosynthesis I (plastidic)	GRMZM2G117609
PWYBWI-2	riboflavin biosynthesis I (cytosolic)	GRMZM2G027115
PWYBWI-2	riboflavin biosynthesis I (cytosolic)	GRMZM2G135586
PWYBWI-2	riboflavin biosynthesis I (cytosolic)	GRMZM2G381933
PLPSAL-PWY-1	pyridoxal 5'-phosphate salvage pathway (cytosolic)	GRMZM2G061988
PLPSAL-PWY-1	pyridoxal 5'-phosphate salvage pathway (cytosolic)	GRMZM2G069758
PLPSAL-PWY-1	pyridoxal 5'-phosphate salvage pathway (cytosolic)	GRMZM2G120652
PLPSAL-PWY-1	pyridoxal 5'-phosphate salvage pathway (cytosolic)	GRMZM5G850015
PLPSAL-PWY-1	pyridoxal 5'-phosphate salvage pathway (cytosolic)	GRMZM2G023528
PWY0-1507	biotin biosynthesis from 7-keto-8-aminopelargonate (mitochondrial)	GRMZM2G452523
PWY0-1507	biotin biosynthesis from 7-keto-8-aminopelargonate (mitochondrial)	GRMZM2G095400
PWY0-1507	biotin biosynthesis from 7-keto-8-aminopelargonate (mitochondrial)	GRMZM2G102156
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G469969
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G126002
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G121066
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G456471
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G456917
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G448466
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G438998
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G542227
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G165535
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G173668
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G173674
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G067908
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G069676
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G160506
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G119300
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G149265
PWY-882	ascorbate biosynthesis I (L-galactose pathway)	GRMZM2G124434
PWY-6543	p-aminobenzoate biosynthesis (plastidic)	GRMZM2G416386
PWY-6543	p-aminobenzoate biosynthesis (plastidic)	GRMZM2G069596
PWY-6543	p-aminobenzoate biosynthesis (plastidic)	GRMZM2G087103
PWY-6614-1	tetrahydrofolate biosynthesis (mitochondrial)	GRMZM2G421493
PWY-6614-1	tetrahydrofolate biosynthesis (mitochondrial)	GRMZM2G005990
PWY-6614-1	tetrahydrofolate biosynthesis (mitochondrial)	GRMZM2G072608
PWY-6614-1	tetrahydrofolate biosynthesis (mitochondrial)	GRMZM2G139880
PWY-6614-1	tetrahydrofolate biosynthesis (mitochondrial)	GRMZM2G095806
PWY-6614-1	tetrahydrofolate biosynthesis (mitochondrial)	GRMZM5G869779
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G416386
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G069596
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G087103
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G421493
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G005990
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G072608
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G139880
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G095806
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM5G869779
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G169481
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G393334
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G009070
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G304915
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G062420
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G106376
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G015588
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G095579
FOLSYN-PWY-1	superpathway of tetrahydrofolate biosynthesis	GRMZM2G095955
PWY-2161	folate polyglutamylation	GRMZM2G130790
PWY-2161	folate polyglutamylation	AC233922.1_FG005
PWY-2161	folate polyglutamylation	GRMZM5G824944
PWY-2161	folate polyglutamylation	GRMZM2G150485
PWY-2161	folate polyglutamylation	GRMZM2G135283
PWY-2161	folate polyglutamylation	GRMZM2G039238
PWY-2161	folate polyglutamylation	GRMZM2G452630
PWY-2161	folate polyglutamylation	GRMZM2G078143
PWY-2161	folate polyglutamylation	GRMZM2G171116
PWY-2161	folate polyglutamylation	GRMZM2G113959
PWY-2161	folate polyglutamylation	GRMZM2G010202
PWY-2161	folate polyglutamylation	GRMZM2G437487
PWY-2161	folate polyglutamylation	GRMZM2G304915
PWY-2161	folate polyglutamylation	GRMZM2G009070
PWY-2161	folate polyglutamylation	GRMZM2G393334
PWY-2161	folate polyglutamylation	GRMZM2G169481
PWY-2161	folate polyglutamylation	GRMZM5G869779
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	GRMZM5G824944
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	GRMZM2G155626
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	GRMZM2G019437
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	GRMZM2G168281
PWY-3841	folate transformations II (plants)	GRMZM2G135283
PWY-3841	folate transformations II (plants)	GRMZM2G039238
PWY-3841	folate transformations II (plants)	GRMZM2G452630
PWY-3841	folate transformations II (plants)	GRMZM2G078143
PWY-3841	folate transformations II (plants)	GRMZM2G171116
PWY-3841	folate transformations II (plants)	GRMZM2G113959
PWY-3841	folate transformations II (plants)	GRMZM2G010202
PWY-3841	folate transformations II (plants)	GRMZM2G437487
PWY-3841	folate transformations II (plants)	GRMZM2G130790
PWY-3841	folate transformations II (plants)	AC233922.1_FG005
PWY-3841	folate transformations II (plants)	GRMZM5G824944
PWY-3841	folate transformations II (plants)	GRMZM2G150485
PWY-3841	folate transformations II (plants)	GRMZM2G347056
PWY-3841	folate transformations II (plants)	GRMZM2G034182
PWY-3841	folate transformations II (plants)	GRMZM2G034278
PWY-3841	folate transformations II (plants)	GRMZM2G421493
PWY-3841	folate transformations II (plants)	GRMZM2G005990
PWY-3841	folate transformations II (plants)	GRMZM2G072608
PWY-3841	folate transformations II (plants)	GRMZM2G139880
PWY-3841	folate transformations II (plants)	GRMZM5G807835
PWY-3841	folate transformations II (plants)	GRMZM2G001904
PWY-6147-1	6-hydroxymethyl-dihydropterin diphosphate biosynthesis	GRMZM2G062420
PWY-6147-1	6-hydroxymethyl-dihydropterin diphosphate biosynthesis	GRMZM2G106376
PWY-6147-1	6-hydroxymethyl-dihydropterin diphosphate biosynthesis	GRMZM2G015588
PWY-6147-1	6-hydroxymethyl-dihydropterin diphosphate biosynthesis	GRMZM2G095579
THISYNARA-PWY-1	thiamine biosynthesis II (Plastidic)	GRMZM2G027663
THISYNARA-PWY-1	thiamine biosynthesis II (Plastidic)	GRMZM2G401934
THISYNARA-PWY-1	thiamine biosynthesis II (Plastidic)	GRMZM2G018375
THISYNARA-PWY-1	thiamine biosynthesis II (Plastidic)	GRMZM2G074097
THIOREDOX-PWY	thioredoxin pathway	GRMZM2G123776
THIOREDOX-PWY	thioredoxin pathway	nrx1
THIOREDOX-PWY	thioredoxin pathway	GRMZM5G889769
THIOREDOX-PWY	thioredoxin pathway	GRMZM2G164948
THIOREDOX-PWY	thioredoxin pathway	GRMZM5G841142
THIOREDOX-PWY	thioredoxin pathway	GRMZM2G136522
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G459896
PWY-4041	&gamma;-glutamyl cycle	gsh1
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G020096
PWY-4041	&gamma;-glutamyl cycle	AC199703.3_FG003
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G040039
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G038492
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G379252
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G379219
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G155974
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G437004
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G155580
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G090542
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G389233
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G027875
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G006943
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G169704
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G065073
PWY-4041	&gamma;-glutamyl cycle	GRMZM5G848138
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G064473
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G152057
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G022679
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G151444
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G130442
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G414621
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G381739
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G141461
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G069016
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G310758
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G153666
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G177142
PWY-4041	&gamma;-glutamyl cycle	GRMZM5G868168
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G105682
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G031724
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G050003
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G063672
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G128333
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G416622
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G139600
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G095115
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G341698
PWY-4041	&gamma;-glutamyl cycle	GRMZM5G863550
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G063478
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G017856
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G118063
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G703211
PWY-4041	&gamma;-glutamyl cycle	AC198700.2_FG004
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G080825
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G055585
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G390489
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G097043
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G099452
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G476049
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G114394
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G061156
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G091419
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G004957
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G353213
PWY-4041	&gamma;-glutamyl cycle	GRMZM2G045090
PWY-4081	glutathione redox reactions I	GRMZM2G012479
PWY-4081	glutathione redox reactions I	GRMZM2G329144
PWY-4081	glutathione redox reactions I	GRMZM2G013299
PWY-4081	glutathione redox reactions I	GRMZM2G011025
PWY-4081	glutathione redox reactions I	GRMZM2G144153
PWY-4081	glutathione redox reactions I	GRMZM2G135893
PWY-4081	glutathione redox reactions I	GRMZM5G884600
PWY-4081	glutathione redox reactions I	GRMZM2G172322
PWY-4081	glutathione redox reactions I	gpm745b
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G459896
GLUTATHIONESYN-PWY	glutathione biosynthesis	gsh1
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G020096
GLUTATHIONESYN-PWY	glutathione biosynthesis	AC199703.3_FG003
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G040039
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G038492
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G379252
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G379219
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G155974
GLUTATHIONESYN-PWY	glutathione biosynthesis	GRMZM2G437004
GLUT-REDOX-PWY	glutathione redox reactions II	GRMZM2G172322
GLUT-REDOX-PWY	glutathione redox reactions II	gpm745b
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G072806
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G126038
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G058783
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G149414
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhK
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G132748
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G003230
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G475437
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G175383
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G070685
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G394607
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G481222
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G041028
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G456603
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G018941
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G070716
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G137312
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G014382
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G137648
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G040209
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G172442
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G087312
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G176216
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G087212
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G475482
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G072264
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G801031
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G444541
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G084779
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G404025
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G046924
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G112956
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G125668
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G117811
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G143651
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G358205
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G123966
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G330213
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G173277
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G145854
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	AC195340.3_FG002
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G304947
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G163468
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G070573
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G024484
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G037177
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G396397
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G324083
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G313672
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G137139
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G364366
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G443091
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G149105
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G139296
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G004111
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G394007
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G354804
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G896790
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G140885
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G004172
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G051613
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G889138
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G442129
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G114325
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhF
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G086117
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	nad6
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G887911
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	nad3
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	nad7
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	nad9
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	nad4
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	nad4L
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhH
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhA
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhI
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhG
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhE
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhD
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhF
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhK
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G450705
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G335564
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	rps12
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G075144
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G069061
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G359260
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	petD
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	AC206788.3_FG015
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G383052
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G042034
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G878308
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G141667
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G154667
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G870446
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G379540
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G854065
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	nad5
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhB
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	orf149
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhB
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	ndhB
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G110277
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G115621
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G008464
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G886688
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G105207
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G006085
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G097040
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G006678
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G138342
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G059073
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G151967
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G351232
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G022997
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G174549
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G454018
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G017223
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G152477
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G152447
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	AC202435.3_FG003
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G093101
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G057140
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G097533
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G839422
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G111425
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G109071
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G141584
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G014193
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G404769
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G077466
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G001508
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G371793
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G103526
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	AC196779.3_FG003
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G050201
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G141277
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G110063
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	AC211394.4_FG004
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G839794
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G831009
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G003059
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G341379
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G073860
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G315848
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G136453
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G134054
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G157027
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G335126
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G868679
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM5G829476
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G138698
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G386998
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	GRMZM2G173724
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G162605
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G175816
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G101693
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G362413
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G138624
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G128880
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM5G862488
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G046583
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G402319
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G049588
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G138342
PWY-5381-1	pyridine nucleotide cycling (cytosolic)	GRMZM2G059073
PYRIDNUCSYN-PWY-1	NAD biosynthesis I (from aspartate, plastidic)	GRMZM5G887647
PYRIDNUCSYN-PWY-1	NAD biosynthesis I (from aspartate, plastidic)	GRMZM2G142836
PYRIDNUCSYN-PWY-1	NAD biosynthesis I (from aspartate, plastidic)	GRMZM2G139689
PYRIDNUCSYN-PWY-1	NAD biosynthesis I (from aspartate, plastidic)	GRMZM2G046498
